"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765129554-547,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Robe enfants"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4153017_uploaded_image1_1680040477.jpg"""
"1765129554-548,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfants"",""4 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4153014_uploaded_image1_1680040385.jpg"""
"1765129554-549,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtements enfants"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4154892_uploaded_image1_1680171892.jpg"""
"1765129554-550,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Emsemble coton enfants"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4154884_uploaded_image1_1680171641.jpg"""
"1765129554-551,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtements enfant"",""9 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4154876_uploaded_image1_1680171312.jpg"""
"1765129554-552,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Jeans pour enfants garçon"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4154870_uploaded_image1_1680171128.jpg"""
"1765129554-553,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Jeans pour enfants filles"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4154864_uploaded_image1_1680170947.jpg"""
"1765129554-554,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Jeans pour enfants garçon"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4154867_uploaded_image1_1680171042.jpg"""
"1765129554-555,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Robe pour enfants"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4154854_uploaded_image1_1680170186.jpg"""
"1765129554-556,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Cole pour enfants"",""2 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4126921_uploaded_image1_1678367548.jpg"""
"1765129554-557,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtement  enfant"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4158777_uploaded_image1_1680396815.jpg"""
"1765129554-558,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtement enfant"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4158775_uploaded_image1_1680396659.jpg"""
"1765129554-559,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtement enfant"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4158770_uploaded_image1_1680396418.jpg"""
"1765129554-560,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfants"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4117238_uploaded_image1_1677785061.jpg"""
"1765129554-561,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Robe enfant"",""8 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4150089_uploaded_image1_1679864882.jpg"""
"1765129554-562,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtement enfant"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4101121_uploaded_image1_1676811904.jpg"""
"1765129554-563,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Robes enfants"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4111932_uploaded_image1_1677528700.jpg"""
"1765129554-564,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtement enfant"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg"""
"1765129554-565,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfants"",""8 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4060125_uploaded_image1_1674340224.jpg"""
"1765129554-566,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfants"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4044065_uploaded_image1_1673390538.jpg"""
"1765129554-567,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtements enfant"",""10 000CFA"",""Sicap foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4083613_uploaded_image2_1675754458.jpeg"""
"1765129554-568,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfant"",""4 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4083084_uploaded_image1_1675711069.jpg"""
"1765129554-569,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfants"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4042129_uploaded_image1_1673293586.jpg"""
"1765129554-570,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfants"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4042132_uploaded_image1_1673293667.jpg"""
"1765129554-571,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfants"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4038305_uploaded_image1_1673043715.jpg"""
"1765129554-572,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtement friperie enfant"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4072975_uploaded_image1_1675197514.jpg"""
"1765129554-573,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Greniers enfants"",""1 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4072974_uploaded_image1_1675197428.jpg"""
"1765129554-574,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Friperie enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4072973_uploaded_image1_1675197383.jpg"""
"1765129554-575,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Friperie peignoir enfants"",""3 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4072972_uploaded_image1_1675197339.jpg"""
"1765129554-576,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Friperie enfants"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4072971_uploaded_image1_1675197283.jpg"""
"1765129554-577,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtements enfants"",""8 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4034624_uploaded_image1_1672861115.jpg"""
"1765129554-578,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtements enfant"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4033667_uploaded_image1_1672829952.jpg"""
"1765129554-579,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtements enfants"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4033672_uploaded_image1_1672830064.jpg"""
"1765129554-580,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfants"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4028243_uploaded_image1_1672407438.jpg"""
"1765129554-581,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtements  enfant"",""1 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4061049_uploaded_image1_1674420676.jpg"""
"1765129554-582,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Vêtements enfants"",""1 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4061042_uploaded_image1_1674420399.jpg"""
"1765129554-583,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Fliperies enfants"",""500CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4061027_uploaded_image1_1674419234.jpg"""
"1765129554-584,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfants"",""3 000CFA"",""Thies, Sénégal"",""https://images.coinafrique.com/thumb_4054351_uploaded_image1_1673991497.jpg"""
"1765129554-585,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfant"",""8 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4011467_uploaded_image1_1671194364.jpg"""
"1765129554-586,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Ensemble enfant"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4010007_uploaded_image1_1671112400.jpg"""
"1765129554-587,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Blouson enfant"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3997872_uploaded_image1_1670412272.jpg"""
"1765129554-588,""https://sn.coinafrique.com/categorie/vetements-enfants?page=4"",""Blouson enfant"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3996986_uploaded_image1_1670352146.jpg"""
"1765129557-589,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robes en basin enfants"",""10 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4667140_uploaded_image1_1711815203.jpg"""
"1765129557-590,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robes basine et brodé enfant"",""10 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg"""
"1765129557-591,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robes enfant basin et brodé"",""10 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4667136_uploaded_image1_1711814665.jpg"""
"1765129557-592,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements enfants"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4659704_uploaded_image1_1711412034.jpg"""
"1765129557-593,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble robe enfants"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4659695_uploaded_image1_1711411505.jpg"""
"1765129557-594,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements enfants"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4659699_uploaded_image1_1711411751.jpg"""
"1765129557-595,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble pour enfants"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4659694_uploaded_image1_1711411367.jpg"""
"1765129557-596,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Pantalons enfant"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4659691_uploaded_image1_1711411286.jpg"""
"1765129557-597,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robe Turquie  enfants"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4653806_uploaded_image1_1711066086.jpg"""
"1765129557-598,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Djellaba enfant"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4651640_uploaded_image1_1710950622.jpg"""
"1765129557-599,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble 3 pièces  enfants"",""20 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4651598_uploaded_image1_1710949536.jpg"""
"1765129557-600,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vetements enfant"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg"""
"1765129557-601,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Djellaba enfant"",""13 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4645145_uploaded_image1_1710608095.jpg"""
"1765129557-602,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble  enfants"",""13 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4643810_uploaded_image1_1710528700.jpg"""
"1765129557-603,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robe enfant"",""5 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4686601_uploaded_image1_1712843423.jpg"""
"1765129557-604,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robe enfant"",""4 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4686597_uploaded_image1_1712843301.jpg"""
"1765129557-605,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements enfants"",""3 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4686588_uploaded_image1_1712843043.jpg"""
"1765129557-606,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements enfants"",""1 700CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4686576_uploaded_image1_1712842903.jpg"""
"1765129557-607,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements enfants"",""1 500CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4686563_uploaded_image1_1712842706.jpg"""
"1765129557-608,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Djellaba enfant"",""18 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4639600_uploaded_image1_1710311876.jpg"""
"1765129557-609,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Djellaba enfant"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4639590_uploaded_image1_1710311581.jpg"""
"1765129557-610,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements enfant"",""9 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4677506_uploaded_image1_1712318751.jpg"""
"1765129557-611,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Djellaba enfants"",""20 000CFA"",""Dieuppeul-Derklé, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4676613_uploaded_image1_1712271072.jpg"""
"1765129557-612,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Silip enfants"",""2 500CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4672209_uploaded_image1_1712088527.jpg"""
"1765129557-613,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Pack Jelleba pour enfant"",""15 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4655936_uploaded_image1_1711198926.jpg"""
"1765129557-614,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Djellaba enfant"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4608935_uploaded_image1_1708714886.jpg"""
"1765129557-615,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robe femme"",""15 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4652500_uploaded_image1_1711013502.jpg"""
"1765129557-616,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robe fille"",""15 000CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4651732_uploaded_image1_1710953991.jpg"""
"1765129557-617,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Djellaba enfants"",""12 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4600870_uploaded_image1_1708347775.jpg"""
"1765129557-618,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Djellaba enfants"",""12 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4600864_uploaded_image1_1708347454.jpg"""
"1765129557-619,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Djellaba enfants"",""12 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4600865_uploaded_image1_1708347569.jpg"""
"1765129557-620,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Djellaba enfants"",""12 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4600868_uploaded_image1_1708347690.jpg"""
"1765129557-621,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements bébé"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4624772_uploaded_image2_1709562313.jpeg"""
"1765129557-622,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Grenouillère"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4623255_uploaded_image2_1709484828.jpeg"""
"1765129557-623,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Tenue anniversaire enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4623058_uploaded_image1_1709473724.jpg"""
