"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128888-119,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Baskets homme"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5220270_uploaded_image1_1741371390.jpg"""
"1765128888-120,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5220251_uploaded_image1_1741370705.jpg"""
"1765128888-121,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Baskets Jordan 3"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5218624_uploaded_image1_1741294801.jpg"""
"1765128888-122,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures hommes"",""10 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5217390_uploaded_image1_1741253159.jpg"""
"1765128888-123,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures hommes"",""13 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5217317_uploaded_image1_1741251254.jpg"""
"1765128888-124,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Sandales homme"",""8 500CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5214615_uploaded_image2_1741112696.jpeg"""
"1765128888-125,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Baskets  New Balance"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5210812_uploaded_image1_1740953669.jpg"""
"1765128888-126,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Baskets Air Force One Rob"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5210809_uploaded_image1_1740953549.jpg"""
"1765128888-127,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Baskets Louis Vuitton"",""20 000CFA"",""Sicap foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5210576_uploaded_image1_1740941577.jpg"""
"1765128888-128,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Sandales Bubérry"",""20 000CFA"",""Sicap foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5209483_uploaded_image1_1740863567.jpg"""
"1765128888-129,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Sandales Burberry"",""20 000CFA"",""Sicap foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5209446_uploaded_image1_1740862392.jpg"""
"1765128888-130,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5208400_uploaded_image1_1740815227.jpg"""
"1765128888-131,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""15 000CFA"",""Sicap foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5207396_uploaded_image1_1740754081.jpg"""
"1765128888-132,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussure Bags hommes"",""15 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5206098_uploaded_image1_1740677576.jpg"""
"1765128888-133,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""Prix sur demande"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5204177_uploaded_image1_1740577674.jpg"""
"1765128888-134,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""18 000CFA"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5201240_uploaded_image1_1740420138.jpg"""
"1765128888-135,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures orthopédiques en cuir"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5199034_uploaded_image2_1740297852.jpeg"""
"1765128888-136,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures orthopédiques"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5196227_uploaded_image1_1740125424.jpg"""
"1765128888-137,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""15 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5194113_uploaded_image1_1740005785.jpg"""
"1765128888-138,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Baskets Nikes"",""15 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5194100_uploaded_image1_1740005290.jpg"""
"1765128888-139,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5193398_uploaded_image1_1739980600.jpg"""
"1765128888-140,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""20 000CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5193216_uploaded_image1_1739972583.jpg"""
"1765128888-141,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures Timberlands"",""22 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5191477_uploaded_image1_1739887936.jpg"""
"1765128888-142,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures Adidas"",""23 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5191469_uploaded_image1_1739887825.jpg"""
"1765128888-143,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures en cuir"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5149739_uploaded_image1_1737648314.jpg"""
"1765128888-144,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Baskets  Nike T 45"",""35 000CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5188402_uploaded_image1_1739722646.jpg"""
"1765128888-145,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures Nike"",""35 000CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5188393_uploaded_image1_1739721997.jpg"""
"1765128888-146,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures Dior b22"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5187627_uploaded_image1_1739657463.jpg"""
"1765128888-147,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures Louis Vuitton"",""40 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5140176_uploaded_image1_1737136642.jpg"""
"1765128888-148,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussure Adidas"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5187107_uploaded_image1_1739630380.jpg"""
"1765128888-149,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5187030_uploaded_image1_1739624970.jpg"""
"1765128888-150,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5186402_uploaded_image1_1739571890.jpg"""
"1765128888-151,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""18 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5186400_uploaded_image1_1739571800.jpg"""
"1765128888-152,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures fermées"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5186396_uploaded_image1_1739571589.jpg"""
"1765128888-153,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5186288_uploaded_image1_1739564697.jpg"""
"1765128888-154,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Sandales Zara"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5185077_uploaded_image1_1739493115.jpg"""
"1765128888-155,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5183078_uploaded_image1_1739394084.jpg"""
"1765128888-156,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"""
"1765128888-157,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""23 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5181267_uploaded_image1_1739298906.jpg"""
"1765128888-158,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Timberlands homme"",""23 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5181265_uploaded_image1_1739298847.jpg"""
"1765128888-159,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""21 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5181262_uploaded_image1_1739298791.jpg"""
"1765128888-160,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5181164_uploaded_image1_1739295863.jpg"""
"1765128888-161,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""15 000CFA"",""Ziguinchor, Sénégal"",""https://images.coinafrique.com/thumb_5179631_uploaded_image1_1739216413.jpg"""
"1765128888-162,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures Nike Jordan"",""18 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5179175_uploaded_image1_1739198783.jpg"""
"1765128888-163,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures  Air Jordan"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5179168_uploaded_image1_1739198279.jpg"""
"1765128888-164,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures Nike Air"",""22 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5179104_uploaded_image1_1739196241.jpg"""
"1765128888-165,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures hommes"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5178703_uploaded_image1_1739182394.jpg"""
"1765128888-166,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5178700_uploaded_image1_1739182330.jpg"""
"1765128888-167,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures homme"",""20 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5129157_uploaded_image1_1736533953.jpg"""
"1765128888-168,""https://sn.coinafrique.com/categorie/chaussures-homme?page=9"",""Chaussures Dior b30"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5176593_uploaded_image1_1739030967.jpg"""
"1765128891-169,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures homme"",""30 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5311670_uploaded_image1_1746390060.jpg"""
"1765128891-170,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures Dior B22"",""15 000CFA"",""Sacré-Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5311319_uploaded_image1_1746374323.jpg"""
"1765128891-171,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures Nike sd dunk"",""20 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5309861_uploaded_image1_1746273767.jpg"""
"1765128891-172,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures homme"",""25 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5309671_uploaded_image1_1746266657.jpg"""
"1765128891-173,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures Timberland"",""50 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5308712_uploaded_image1_1746208453.jpg"""
"1765128891-174,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Sneakers Dior B30 2025"",""45 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5308703_uploaded_image1_1746208224.jpg"""
"1765128891-175,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures homme"",""20 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5308057_uploaded_image1_1746182805.jpg"""
"1765128891-176,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures homme"",""20 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5308052_uploaded_image1_1746182715.jpg"""
"1765128891-177,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures Nike Air max t"",""25 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5306359_uploaded_image1_1746095228.jpg"""
"1765128891-178,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures homme"",""20 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5305189_uploaded_image1_1746025155.jpg"""
"1765128891-179,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Sandales homme"",""15 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5305185_uploaded_image1_1746025051.jpg"""
"1765128891-180,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures homme"",""25 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5305182_uploaded_image1_1746024954.jpg"""
"1765128891-181,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures Berluti"",""25 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5303503_uploaded_image1_1745934080.jpg"""
"1765128891-182,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures homme"",""30 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5300459_uploaded_image1_1745752520.jpg"""
"1765128891-183,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Sandales Babouche"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5300135_uploaded_image1_1745713863.jpg"""
"1765128891-184,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures New balance 9060"",""16 500CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5297755_uploaded_image1_1745575658.jpg"""
"1765128891-185,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures homme"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5296660_uploaded_image1_1745510256.jpg"""
"1765128891-186,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures New Balance 327"",""20 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5295659_uploaded_image1_1745460927.jpg"""
"1765128891-187,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Sandales Scratch"",""8 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5292928_uploaded_image1_1745334273.jpg"""
"1765128891-188,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Claquettes"",""8 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5292923_uploaded_image1_1745334000.jpg"""
"1765128891-189,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures homme"",""20 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5292806_uploaded_image1_1745328812.jpg"""
"1765128891-190,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures Jordan 4"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5292480_uploaded_image1_1745315752.jpg"""
"1765128891-191,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures Nike Air force 1"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5292476_uploaded_image1_1745315513.jpg"""
"1765128891-192,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures Nike Airmax"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5292472_uploaded_image1_1745315287.jpg"""
"1765128891-193,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures Nike"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5292464_uploaded_image1_1745314968.jpg"""
"1765128891-194,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Baskets New Balance"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5292015_uploaded_image1_1745278729.jpg"""
"1765128891-195,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures en cuir"",""22 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5291808_uploaded_image1_1745269578.jpg"""
"1765128891-196,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Chaussures homme"",""15 000CFA"",""Ngor, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5290695_uploaded_image1_1745194082.jpg"""
"1765128891-197,""https://sn.coinafrique.com/categorie/chaussures-homme?page=8"",""Sandales homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5290585_uploaded_image1_1745186952.jpg"""
