"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128110-320,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""T-shirt personnalisé pour noël"",""5 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5076364_uploaded_image1_1733345663.jpg"""
"1765128110-321,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Jeans Cargo homme"",""8 000CFA"",""Damel, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5115022_uploaded_image1_1735766837.jpg"""
"1765128110-322,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Pull Hiver"",""5 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5114294_uploaded_image1_1735672479.jpg"""
"1765128110-323,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Vêtements hommes"",""10 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5113767_uploaded_image1_1735639791.jpg"""
"1765128110-324,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Blouson homme"",""7 500CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5113572_uploaded_image1_1735625725.jpg"""
"1765128110-325,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Pantalons homme"",""6 500CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5111696_uploaded_image1_1735494852.jpg"""
"1765128110-326,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Ensemble chemise et pantalon"",""12 000CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5111688_uploaded_image1_1735494507.jpg"""
"1765128110-327,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Costumes africains"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5110645_uploaded_image1_1735408325.jpg"""
"1765128110-328,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""survêtement gris homme"",""15 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5110377_uploaded_image1_1735393334.jpg"""
"1765128110-329,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Ensemble gris"",""15 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5110368_uploaded_image1_1735392770.jpg"""
"1765128110-330,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Ensemble survêtement bleu"",""15 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5110343_uploaded_image1_1735391014.jpg"""
"1765128110-331,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Ensemble survêtement bleu"",""15 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5110311_uploaded_image1_1735389448.jpg"""
"1765128110-332,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Ensemble chemise"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5109611_uploaded_image1_1735334339.jpg"""
"1765128110-333,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Costum safari"",""50 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5108457_uploaded_image1_1735264866.jpg"""
"1765128110-334,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Costume africain"",""35 000CFA"",""Ngor, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5107282_uploaded_image1_1735178930.jpg"""
"1765128110-335,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Costume africain"",""40 000CFA"",""Ngor, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5107278_uploaded_image1_1735178241.jpg"""
"1765128110-336,""https://sn.coinafrique.com/categorie/vetements-homme?page=7"",""Costume africain"",""40 000CFA"",""Ngor, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5107273_uploaded_image1_1735177987.jpg"""
"1765128114-337,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Vêtements homme"",""5 000CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5282400_uploaded_image1_1744705443.jpg"""
"1765128114-338,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Lacoste  homme"",""7 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5235214_uploaded_image1_1742160264.jpg"""
"1765128114-339,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Pantalon jeans"",""30 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5278626_uploaded_image1_1744464626.jpg"""
"1765128114-340,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Dialaba"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5233345_uploaded_image1_1742034991.jpg"""
"1765128114-341,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Vetmemt traditionel homme"",""20 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5232019_uploaded_image1_1741958189.jpg"""
"1765128114-342,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Boubou"",""110 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5275497_uploaded_image1_1744293030.jpg"""
"1765128114-343,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble Nike Tech"",""40 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5274649_uploaded_image1_1744236675.jpg"""
"1765128114-344,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Vêtements homme"",""Prix sur demande"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5273496_uploaded_image1_1744198731.jpg"""
"1765128114-345,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Pantalon  homme"",""10 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5272402_uploaded_image1_1744132936.jpg"""
"1765128114-346,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Boxers"",""1 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5272210_uploaded_image1_1744125601.jpg"""
"1765128114-347,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""T-shirts TCP"",""7 000CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_5271254_uploaded_image1_1744089163.jpg"""
"1765128114-348,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Dialabé pour homme anfna"",""7 500CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5226125_uploaded_image1_1741685568.jpg"""
"1765128114-349,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""T-shirts unique"",""3 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5267727_uploaded_image1_1743891140.jpg"""
"1765128114-350,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble homme"",""17 000CFA"",""Dieuppeul-Derklé, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5264516_uploaded_image1_1743722045.jpg"""
"1765128114-351,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Vêtement homme"",""12 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5261960_uploaded_image1_1743607793.jpg"""
"1765128114-352,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Dialab blanc"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5214602_uploaded_image1_1741112218.jpg"""
"1765128114-353,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Dialab pour homme"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5214586_uploaded_image1_1741111877.jpg"""
"1765128114-354,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Dialab taille 56 58 60 62"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5214570_uploaded_image1_1741111198.jpg"""
"1765128114-355,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Dialab coton ensemble taille 56 58 60 62"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5214576_uploaded_image1_1741111442.jpg"""
"1765128114-356,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble vêtements homme"",""10 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5255096_uploaded_image1_1743180713.jpg"""
"1765128114-357,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Dialabé pour homme"",""10 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5208678_uploaded_image1_1740830436.jpg"""
"1765128114-358,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Chemise homme"",""27 000CFA"",""Ngor, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5210987_uploaded_image1_1740960866.jpg"""
"1765128114-359,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""T-shirts unique"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5252675_uploaded_image1_1743039854.jpg"""
"1765128114-360,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Sous-vêtements"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5252668_uploaded_image1_1743039511.jpg"""
"1765128114-361,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Jalaba homme"",""15 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5252052_uploaded_image1_1743008264.jpg"""
"1765128114-362,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Jalaba homme en coton"",""15 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5252041_uploaded_image1_1743008069.jpg"""
"1765128114-363,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Pantalon  homme"",""7 500CFA"",""Ngor, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5206275_uploaded_image1_1740684650.jpg"""
"1765128114-364,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""T-shirt"",""2 000CFA"",""Diourbel, Sénégal"",""https://images.coinafrique.com/thumb_5248289_uploaded_image1_1742818871.jpg"""
"1765128114-365,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""T-shirt"",""Prix sur demande"",""Diourbel, Sénégal"",""https://images.coinafrique.com/thumb_5248283_uploaded_image1_1742818669.jpg"""
"1765128114-366,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble costume"",""55 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5246483_uploaded_image1_1742728129.jpg"""
"1765128114-367,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Djialabé"",""15 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5246077_uploaded_image1_1742693298.jpg"""
"1765128114-368,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Pantalon cargo"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5245109_uploaded_image1_1742642622.jpg"""
"1765128114-369,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble homme"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5238971_uploaded_image1_1742328597.jpg"""
"1765128114-370,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""T-shirts"",""500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5237808_uploaded_image1_1742289989.jpg"""
"1765128114-371,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Manchons de compression"",""2 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5234946_uploaded_image1_1742143585.jpg"""
"1765128114-372,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""T-shirts"",""1 800CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5233635_uploaded_image1_1742051112.jpg"""
"1765128114-373,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble homme"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5232674_uploaded_image1_1741986258.jpg"""
"1765128114-374,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Jalaba enfants"",""5 000CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5232562_uploaded_image3_1741979905.jpeg"""
"1765128114-375,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Djialabé"",""10 000CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5232167_uploaded_image1_1741963999.jpg"""
"1765128114-376,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Chemise El Hadji"",""13 000CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5232160_uploaded_image1_1741963646.jpg"""
"1765128114-377,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Caleçon  homme"",""1 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5231448_uploaded_image1_1741937565.jpg"""
"1765128114-378,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Pull pour homme"",""12 500CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5186517_uploaded_image1_1739580333.jpg"""
"1765128114-379,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble homme"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5229245_uploaded_image1_1741819822.jpg"""
"1765128114-380,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Jalaba homme"",""15 000CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5228721_uploaded_image1_1741792647.jpg"""
"1765128114-381,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Chemin El haji"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5228601_uploaded_image1_1741789094.jpg"""
"1765128114-382,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Chemin El Haji Elmas"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5228541_uploaded_image1_1741787434.jpg"""
"1765128114-383,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Costume africain"",""45 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5228489_uploaded_image1_1741785182.jpg"""
"1765128114-384,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Chemise homme"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5228358_uploaded_image1_1741780855.jpg"""
"1765128114-385,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Diokîn pour homme"",""27 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5182298_uploaded_image1_1739364640.jpg"""
"1765128114-386,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Pantalon Kaki"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5226464_uploaded_image1_1741695765.jpg"""
"1765128114-387,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Jalabé  homme"",""20 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5226397_uploaded_image1_1741693787.jpg"""
"1765128114-388,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Djalabé"",""10 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5225528_uploaded_image1_1741651639.jpg"""
"1765128114-389,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Costume pour homme"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5225513_uploaded_image1_1741650194.jpg"""
"1765128114-390,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Dialabé  homme"",""10 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5181202_uploaded_image1_1739296896.jpg"""
"1765128114-391,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Chaussures homme"",""20 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5179614_uploaded_image1_1739215765.jpg"""
"1765128114-392,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble jogging"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5219558_uploaded_image1_1741347843.jpg"""
"1765128114-393,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Box homme"",""10 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5216645_uploaded_image1_1741207257.jpg"""
"1765128114-394,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Jeans homme"",""10 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5212458_uploaded_image1_1741020529.jpg"""
"1765128114-395,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble homme"",""25 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5211095_uploaded_image1_1740973039.jpg"""
"1765128114-396,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble homme"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5210820_uploaded_image1_1740953834.jpg"""
"1765128114-397,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Ensemble short"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5210816_uploaded_image1_1740953779.jpg"""
"1765128114-398,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""Jellabs marocains homme"",""15 000CFA"",""Dieuppeul-Derklé, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5209751_uploaded_image1_1740878061.jpg"""
"1765128114-399,""https://sn.coinafrique.com/categorie/vetements-homme?page=6"",""T-shirt Jules"",""6 500CFA"",""Ngor, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5167839_uploaded_image1_1738613049.jpg"""
